id_paisano,desagregacion,pais_cod,encuesta,ano,p,q,r,s,t,u,v,w,x,y,z,valor,desagregacion_por_orden,variable_orden,valor_errorestandar,comparacion_por,comparacion_por_orden,pais,pais2,detalle_indicador,indicador,disclaimer
DOM2007,High skilled women,DOM,,2007,,,,,,,,,,,,10.23435688018799,8,8,,Qualification (women),7,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2007,Low skilled men,DOM,,2007,,,,,,,,,,,,54.41080474853516,9,9,,Qualification (men),8,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2007,Medium skilled men,DOM,,2007,,,,,,,,,,,,27.77377319335938,10,10,,Qualification (men),8,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2007,High skilled men,DOM,,2007,,,,,,,,,,,,19.70008659362793,11,11,,Qualification (men),8,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2007,Woman,DOM,,2007,,,,,,,,,,,,26.17149925231934,12,12,,Woman,2,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2007,Man,DOM,,2007,,,,,,,,,,,,44.52486801147461,13,13,,Man,3,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2007,Women/men ratio,DOM,,2007,,,,,,,,,,,,.587795078754425,16,16,,Women/men ratio,6,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2008,Total,DOM,,2008,,,,,,,,,,,,37.98812866210938,1,1,,Total,1,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2008,Women,DOM,,2008,,,,,,,,,,,,23.86300277709961,2,2,,Gender,4,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2008,Men,DOM,,2008,,,,,,,,,,,,46.48765182495117,3,3,,Gender,4,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2008,Women - men gap,DOM,,2008,,,,,,,,,,,,-22.6246509552002,4,4,2.2179103,Women - men gap,5,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2008,Low skilled women,DOM,,2008,,,,,,,,,,,,30.55001640319824,6,6,,Qualification (women),7,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2008,Medium skilled women,DOM,,2008,,,,,,,,,,,,21.08138084411621,7,7,,Qualification (women),7,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2008,High skilled women,DOM,,2008,,,,,,,,,,,,13.42712593078613,8,8,,Qualification (women),7,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2008,Low skilled men,DOM,,2008,,,,,,,,,,,,57.75766372680664,9,9,,Qualification (men),8,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2008,Medium skilled men,DOM,,2008,,,,,,,,,,,,29.01390838623047,10,10,,Qualification (men),8,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2008,High skilled men,DOM,,2008,,,,,,,,,,,,15.77551555633545,11,11,,Qualification (men),8,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2008,Woman,DOM,,2008,,,,,,,,,,,,23.86300277709961,12,12,,Woman,2,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2008,Man,DOM,,2008,,,,,,,,,,,,46.48765182495117,13,13,,Man,3,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2008,Women/men ratio,DOM,,2008,,,,,,,,,,,,.513319194316864,16,16,,Women/men ratio,6,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2009,Total,DOM,,2009,,,,,,,,,,,,40.02705764770508,1,1,,Total,1,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2009,Women,DOM,,2009,,,,,,,,,,,,26.11237335205078,2,2,,Gender,4,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2009,Men,DOM,,2009,,,,,,,,,,,,48.52849197387695,3,3,,Gender,4,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2009,Women - men gap,DOM,,2009,,,,,,,,,,,,-22.41611862182617,4,4,2.2494481,Women - men gap,5,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2009,Low skilled women,DOM,,2009,,,,,,,,,,,,34.10483551025391,6,6,,Qualification (women),7,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2009,Medium skilled women,DOM,,2009,,,,,,,,,,,,24.36405372619629,7,7,,Qualification (women),7,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2009,High skilled women,DOM,,2009,,,,,,,,,,,,13.90651893615723,8,8,,Qualification (women),7,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2009,Low skilled men,DOM,,2009,,,,,,,,,,,,58.71218490600586,9,9,,Qualification (men),8,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2009,Medium skilled men,DOM,,2009,,,,,,,,,,,,35.4555549621582,10,10,,Qualification (men),8,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2009,High skilled men,DOM,,2009,,,,,,,,,,,,21.16109085083008,11,11,,Qualification (men),8,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2009,Woman,DOM,,2009,,,,,,,,,,,,26.11237335205078,12,12,,Woman,2,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2009,Man,DOM,,2009,,,,,,,,,,,,48.52849197387695,13,13,,Man,3,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2009,Women/men ratio,DOM,,2009,,,,,,,,,,,,.5380833745002747,16,16,,Women/men ratio,6,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2010,Total,DOM,,2010,,,,,,,,,,,,40.49966049194336,1,1,,Total,1,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2010,Women,DOM,,2010,,,,,,,,,,,,27.03463554382324,2,2,,Gender,4,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2010,Men,DOM,,2010,,,,,,,,,,,,49.3864860534668,3,3,,Gender,4,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2010,Women - men gap,DOM,,2010,,,,,,,,,,,,-22.35185050964355,4,4,2.251951,Women - men gap,5,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2010,Low skilled women,DOM,,2010,,,,,,,,,,,,34.15248870849609,6,6,,Qualification (women),7,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2010,Medium skilled women,DOM,,2010,,,,,,,,,,,,25.92646026611328,7,7,,Qualification (women),7,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2010,High skilled women,DOM,,2010,,,,,,,,,,,,14.54195499420166,8,8,,Qualification (women),7,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2010,Low skilled men,DOM,,2010,,,,,,,,,,,,59.27716827392578,9,9,,Qualification (men),8,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2010,Medium skilled men,DOM,,2010,,,,,,,,,,,,33.94399261474609,10,10,,Qualification (men),8,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2010,High skilled men,DOM,,2010,,,,,,,,,,,,23.06045722961426,11,11,,Qualification (men),8,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2010,Woman,DOM,,2010,,,,,,,,,,,,27.03463554382324,12,12,,Woman,2,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2010,Man,DOM,,2010,,,,,,,,,,,,49.3864860534668,13,13,,Man,3,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2010,Women/men ratio,DOM,,2010,,,,,,,,,,,,.5474095940589905,16,16,,Women/men ratio,6,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2011,Total,DOM,,2011,,,,,,,,,,,,40.5212287902832,1,1,,Total,1,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2011,Women,DOM,,2011,,,,,,,,,,,,26.14579963684082,2,2,,Gender,4,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2011,Men,DOM,,2011,,,,,,,,,,,,50.47280120849609,3,3,,Gender,4,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2011,Women - men gap,DOM,,2011,,,,,,,,,,,,-24.32700347900391,4,4,2.2232549,Women - men gap,5,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2011,Low skilled women,DOM,,2011,,,,,,,,,,,,33.60372924804688,6,6,,Qualification (women),7,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2011,Medium skilled women,DOM,,2011,,,,,,,,,,,,23.68628311157227,7,7,,Qualification (women),7,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2011,High skilled women,DOM,,2011,,,,,,,,,,,,13.74862098693848,8,8,,Qualification (women),7,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2011,Low skilled men,DOM,,2011,,,,,,,,,,,,58.9398307800293,9,9,,Qualification (men),8,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2011,Medium skilled men,DOM,,2011,,,,,,,,,,,,36.6682243347168,10,10,,Qualification (men),8,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2011,High skilled men,DOM,,2011,,,,,,,,,,,,30.99441146850586,11,11,,Qualification (men),8,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2011,Woman,DOM,,2011,,,,,,,,,,,,26.14579963684082,12,12,,Woman,2,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2011,Man,DOM,,2011,,,,,,,,,,,,50.47280120849609,13,13,,Man,3,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2011,Women/men ratio,DOM,,2011,,,,,,,,,,,,.518017590045929,16,16,,Women/men ratio,6,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2012,Total,DOM,,2012,,,,,,,,,,,,38.33753967285156,1,1,,Total,1,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2012,Women,DOM,,2012,,,,,,,,,,,,24.73957252502441,2,2,,Gender,4,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
DOM2012,Men,DOM,,2012,,,,,,,,,,,,47.63745880126953,3,3,,Gender,4,Dominican Republic,Dominican Republic,Percentage of self-employed workers in the total number of workers aged 25-54.,Self-employed,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
